"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina"
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1934_1_067_008","Salmiala, Bruno",1890,1981,"Male","36-45","1920-1960","Very Short","kapina","keskusta niinkuin panna vastalause tällainen syyttely ed tarkkanen pitää tietää piiri viimeinen tehdä kapina keskusta tietää maalaisliitto toiminta tukea sosialidemokraattinen toiminta pyrkiä hävittää yhteiskuntajärjestys myöntää apu#raha","keskusta niinkuin panna vastalause tällainen syyttely ed tarkkanen pitää tietää piiri viimeinen tehdä kapina keskusta tietää maalaisliitto toiminta tukea sosialidemokraattinen toiminta pyrkiä hävittää yhteiskuntajärjestys myöntää apuraha","Right",0,1
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1934_1_006_125","Somersalo, Arne",1891,1941,"Male","36-45","1920-1960","Very Short","kapina","mäntsälä nähdä yksi tippa saavutus tällainen keskustelu saada sosiali#demokraatti tunnustaa kapina alkaa pyrkimys näkyä saada todeta kellokosk tehdä kohtalokas virhe ase jouka riisua","mäntsälä nähdä yksi tippa saavutus tällainen keskustelu saada sosialidemokraatti tunnustaa kapina alkaa pyrkimys näkyä saada todeta kellokosk tehdä kohtalokas virhe ase jouka riisua","Right",0,1
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1935_2_075_182","Kares, Kaarlo",1873,1942,"Male","56-65","1920-1960","Long","luokkasota","valta puhe sävy sellainen oikeastaan tarvita militääri minkäänlainen sotalaito taistelu taistella luokkasota proletariaatti sortajas sana puhua sortaja kuulua maailma luokkatietoinen proletariaatti hyväksyä debbsi lause olla sota","valta puhe sävy sellainen oikeastaan tarvita militääri minkäänlainen sotalaito taistelu taistella luokkasota proletariaatti sortajas sana puhua sortaja kuulua maailma luokkatietoinen proletariaatti hyväksyä debbsi lause olla sota","Right",0,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1934_1_005_056","Riipinen, Hilja",1883,1966,"Female","46-55","1920-1960","Very Long","kapina","eestiläinen sanomalehti#mies mäntsälää viikko suomi arvostella tapahtuma kertoa lukijoi suomalainen kummallinen käsitys sana kapina kuvata joukko suomalainen talonpoika kokoutua eväspusseine mäntsälä jäädä jurottaa usea päivä syödä eväitä seuraus hallitus","eestiläinen sanomalehtimies mäntsälää viikko suomi arvostella tapahtuma kertoa lukijoi suomalainen kummallinen käsitys sana kapina kuvata joukko suomalainen talonpoika kokoutua eväspusseine mäntsälä jäädä jurottaa usea päivä syödä eväitä seuraus hallitus","Right",0,1
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1937_1_071_019","Salmiala, Bruno",1890,1981,"Male","46-55","1920-1960","Short","vapaussota","joukosta korostaa maa päästä sovinto mieli sanoa sana nimittäin ymmärtää vapaussota vapaustaistelu vasemmisto taho ehdottomasti tunnustaa vasemmisto antaa kunnioitus vapausarmeija taho tehdä muisa ministeri","joukosta korostaa maa päästä sovinto mieli sanoa sana nimittäin ymmärtää vapaussota vapaustaistelu vasemmisto taho ehdottomasti tunnustaa vasemmisto antaa kunnioitus vapausarmeija taho tehdä muisa ministeri","Right",0,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1936_1_046_224","Riipinen, Hilja",1883,1966,"Female","46-55","1920-1960","Long","sisällissota, vallankumous","marxilainen levottomuusi kapinaa maailma maissa vasen kuuluua yleisperustelu kuulua toiminta johdosta marxilainen toiminta johdosta sisällissota espanja kiina moni maa kuohua luokka#viha sellainen tietää palo syttyä typerä porvari juoksentella näköinen kominterni iskusano niinkuin täällä parlamentti nähdä tehtävä samanaikaisesti itä punainen marsalkka tuhatsehevski julistaa vasemmalta kuulua bolshevistinen vallankumous alkuvoimainen rynnistys pyrkiä välitön vaikutus naapurima ulottua maailma tärkeä väline luonnollisesti olla sotilaallinen mahtaa totta","marxilainen levottomuusi kapinaa maailma maissa vasen kuuluua yleisperustelu kuulua toiminta johdosta marxilainen toiminta johdosta sisällissota espanja kiina moni maa kuohua luokkaviha sellainen tietää palo syttyä typerä porvari juoksentella näköinen kominterni iskusano niinkuin täällä parlamentti nähdä tehtävä samanaikaisesti itä punainen marsalkka tuhatsehevski julistaa vasemmalta kuulua bolshevistinen vallankumous alkuvoimainen rynnistys pyrkiä välitön vaikutus naapurima ulottua maailma tärkeä väline luonnollisesti olla sotilaallinen mahtaa totta","Right",0,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1938_1_022_074","Kares, Kaarlo",1873,1942,"Male","56-65","1920-1960","Short","vallankumous","muuttaminen enemmistö tehdä vallankumous arvostella mikään laki laatia laki säätää vallankumous tehdä herra sisäasiainministerin selitys mieli selittää pyrkimys vähemmistö enemmistö ajaa asia","muuttaminen enemmistö tehdä vallankumous arvostella mikään laki laatia laki säätää vallankumous tehdä herra sisäasiainministerin selitys mieli selittää pyrkimys vähemmistö enemmistö ajaa asia","Right",1,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1937_1_029_022","Kares, Kaarlo",1873,1942,"Male","56-65","1920-1960","Very Short","kapina","nykyinen kapina varustaa nykyinen kapinallinen ase vieläpä lentokonei ihmeellinen asia kuulla ensinnä merkillinen nämä nykyinen kapina linen silloin kapinallinen muistaa kapinallinen leimata muodollisesti katsoa olla istua jotensa lujasti valta kapina tarvita valmistaa saksa itali auttaa kapinallinen toinen kapinallinen punainen kapinallinen kapina espanja verisesti kukistaa silloinen voittaja nykyinen kapinallinen käyttää voitto saada punainen kapina väärin espanja onnettomuus ensiksi puolue johtaja rovasti saada punanen käsi laillinen valta demokraattinen valta kieltämätön edellinen jausunnoi mieli asiallisi syy kuvata mienkä vallansaaminen nykyinen kapina n kun kapina syntyä luonnollinen valtiollinen moraali oikeuttaa itsepuolustus suoranainen väki#valta n kun laillinen hallitus käyttää ed kirra käsi laillinen valta demokraattinen valta kieltämätön edellinen jausunnoi mieli asiallinen syy kuvata mienkä vallansaaminen nykyinen kapina n kun kapina syntyä luonnollinen valtiollinen moraali oikeuttaa itsepuolustus suoranainen väki#valta n kun laillinen hallitus käyttää ed kirra kapinallinen","nykyinen kapina varustaa nykyinen kapinallinen ase vieläpä lentokonei ihmeellinen asia kuulla ensinnä merkillinen nämä nykyinen kapina linen silloin kapinallinen muistaa kapinallinen leimata muodollisesti katsoa olla istua jotensa lujasti valta kapina tarvita valmistaa saksa itali auttaa kapinallinen toinen kapinallinen punainen kapinallinen kapina espanja verisesti kukistaa silloinen voittaja nykyinen kapinallinen käyttää voitto saada punainen kapina väärin espanja onnettomuus ensiksi puolue johtaja rovasti saada punanen käsi laillinen valta demokraattinen valta kieltämätön edellinen jausunnoi mieli asiallisi syy kuvata mienkä vallansaaminen nykyinen kapina n kun kapina syntyä luonnollinen valtiollinen moraali oikeuttaa itsepuolustus suoranainen väkivalta n kun laillinen hallitus käyttää ed kirra käsi laillinen valta demokraattinen valta kieltämätön edellinen jausunnoi mieli asiallinen syy kuvata mienkä vallansaaminen nykyinen kapina n kun kapina syntyä luonnollinen valtiollinen moraali oikeuttaa itsepuolustus suoranainen väkivalta n kun laillinen hallitus käyttää ed kirra kapinallinen","Right",0,1
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1936_1_044_125","Riipinen, Hilja",1883,1966,"Female","46-55","1920-1960","Very Short","kansalaissota, punakapina, vapaussota","pöytä#kirja suorastaan valta#kunta loukkaaminen ed wii toistua väite vapaussottaa jokin vasen kansalaissota uudestaan uudestaan tuoda esille puhua vasemmisto taho suuri kansalaiskokouksi opettaa kansa kirjoittaa vasemmisto lehdi sellainen historia puhua vasemmisto taho suuri kansalaiskokouksi opettaa kansa kirjoittaa vasemmisto lehdi sellainen historia vääristely pitää vähitella loppu punakapi vapaussota muuksi muuttaa ed wiik yrittää vasemmisto taho suuri kansalaiskokouksi opettaa kansa kirjoittaa vasemmisto lehdi sellainen historia vääristely pitää vähitella loppu punakapi vapaussota muuksi muuttaa ed wiik yrittää","pöytäkirja suorastaan valtakunta loukkaaminen ed wii toistua väite vapaussottaa jokin vasen kansalaissota uudestaan uudestaan tuoda esille puhua vasemmisto taho suuri kansalaiskokouksi opettaa kansa kirjoittaa vasemmisto lehdi sellainen historia puhua vasemmisto taho suuri kansalaiskokouksi opettaa kansa kirjoittaa vasemmisto lehdi sellainen historia vääristely pitää vähitella loppu punakapi vapaussota muuksi muuttaa ed wiik yrittää vasemmisto taho suuri kansalaiskokouksi opettaa kansa kirjoittaa vasemmisto lehdi sellainen historia vääristely pitää vähitella loppu punakapi vapaussota muuksi muuttaa ed wiik yrittää","Right",0,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1933_1_033_075","Riipinen, Hilja",1883,1966,"Female","46-55","1920-1960","Long","vapaussota","työ suorittaa pääanen tehdä tällainen kielto edusi#kunta ryhtyä edus#kunta toimia väittä - —— perustus#laki henki loukata maan#puolustus vastaisesti vapaussota opetti välttämätön nainen maa puolustettaa kansa elää vaaranalainen asemaksa saada väheksyä keino maanpuolustus edistää","työ suorittaa pääanen tehdä tällainen kielto edusikunta ryhtyä eduskunta toimia väittä - —— perustuslaki henki loukata maanpuolustus vastaisesti vapaussota opetti välttämätön nainen maa puolustettaa kansa elää vaaranalainen asemaksa saada väheksyä keino maanpuolustus edistää","Right",0,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1936_1_018_031","Kares, Kaarlo",1873,1942,"Male","56-65","1920-1960","Very Long","vallankumous","maa pienviljelijäväestö hyvä vaalit uskotella kansain#välinen sosialistinen ohjelma omaksunea sosialistei edus#kunta oikeastaan suoritettavanaan vallankumous malli kysymys maa saada asettaa koekentä yhteiskunnallistuttamisohjelma asettua naapurimaa venä seuraus","maa pienviljelijäväestö hyvä vaalit uskotella kansainvälinen sosialistinen ohjelma omaksunea sosialistei eduskunta oikeastaan suoritettavanaan vallankumous malli kysymys maa saada asettaa koekentä yhteiskunnallistuttamisohjelma asettua naapurimaa venä seuraus","Right",1,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1936_1_037_012","Riipinen, Hilja",1883,1966,"Female","46-55","1920-1960","Long","luokkasota","ppysyväisesti johtaa periaate maa työ#väki urheilija urheiluteknillinen toiminta selvä #käsky toimia poliittisesti toteutua vasen oho suomi luokkasota -nimisessä teos ilmestyä pietari suomi kommunisti toimi ylistää nimen#omaan panos työ#väki urheilija antaa vapautta taistellei punakaartei vasen","ppysyväisesti johtaa periaate maa työväki urheilija urheiluteknillinen toiminta selvä käsky toimia poliittisesti toteutua vasen oho suomi luokkasota -nimisessä teos ilmestyä pietari suomi kommunisti toimi ylistää nimenomaan panos työväki urheilija antaa vapautta taistellei punakaartei vasen","Right",0,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1938_1_026_036","Kares, Kaarlo",1873,1942,"Male","56-65","1920-1960","Long","kapina, vapaussota","asia puhua niinkuin puhua lausuinkki eräs kerta saada vastenmielisyys kanta kapina kukistaa tavallisi yksinkertaisi rivi#mies saada lähettää koti lausua useammassa tilaisuus ed räisäni asikkala kertoa asikkala kertoa suomi kansa kohtaan punainen taho uudestaan verestyä tietää joukko punainen liittyä kapina alkaa sellainen tietää oikea vasemma seura#kunta palvella erinomainen todistus nuorukaisinen hoitaa vuosikymmeni perä kuulua tapahtua sota muuttua niinkuin vapaussota kansalaissoda voida välttää muistaa esinä kommunaardi-kapina kukistaminen pariisissa tavaton menettely#tapa kommunaardi käytäntö","asia puhua niinkuin puhua lausuinkki eräs kerta saada vastenmielisyys kanta kapina kukistaa tavallisi yksinkertaisi rivimies saada lähettää koti lausua useammassa tilaisuus ed räisäni asikkala kertoa asikkala kertoa suomi kansa kohtaan punainen taho uudestaan verestyä tietää joukko punainen liittyä kapina alkaa sellainen tietää oikea vasemma seurakunta palvella erinomainen todistus nuorukaisinen hoitaa vuosikymmeni perä kuulua tapahtua sota muuttua niinkuin vapaussota kansalaissoda voida välttää muistaa esinä kommunaardi-kapina kukistaminen pariisissa tavaton menettelytapa kommunaardi käytäntö","Right",0,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1934_1_083_015","Kares, Kaarlo",1873,1942,"Male","56-65","1920-1960","Very Short","kapina","hallitus vaiva vastus hoitaa pula-aja varalta antaa lupaus hoidtaa kapinanpoikanen mäntsälä paisuttaa kauha kapina ed lohi eräs aikaisemma puheenvuoro nimittää ed colliander kauhea olla pyytää kysyä miksel edellinen hallitus hoitaa","hallitus vaiva vastus hoitaa pula-aja varalta antaa lupaus hoidtaa kapinanpoikanen mäntsälä paisuttaa kauha kapina ed lohi eräs aikaisemma puheenvuoro nimittää ed colliander kauhea olla pyytää kysyä miksel edellinen hallitus hoitaa","Right",0,1
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1938_1_018_037","Riipinen, Hilja",1883,1966,"Female","46-55","1920-1960","Very Long","vallankumous","kommunistinen ero menettelytavoi danielson-kalmari lausua sosialidemokraatea kommunistei lähtökohi pää#määrä nimittäin marxin oppia vallankumous erota menettelytavoi sosialidemokraattinen puolue noudattaa 11- meisesti kaikki osajärjestöineenkki ohje internationali kulloinkin antaa hämmästyttää tarkoin internationali politiikka tapahtua salainen istunnoi","kommunistinen ero menettelytavoi danielson-kalmari lausua sosialidemokraatea kommunistei lähtökohi päämäärä nimittäin marxin oppia vallankumous erota menettelytavoi sosialidemokraattinen puolue noudattaa 11- meisesti kaikki osajärjestöineenkki ohje internationali kulloinkin antaa hämmästyttää tarkoin internationali politiikka tapahtua salainen istunnoi","Right",1,0
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1934_1_014_031","Simojoki, Elias",1899,1940,"Male","25-35","1920-1960","Long","kapina","rintaa ottaa tehtävä toivoton tehtävä nimittäin kansanliike tuhoaminen sopiva mies arvostella tällainen kysymys ettekä syyttää kapina-aikeinen kapina sosialisti lähteä taistelu sanoa sosialidemokraatti tietää ohjelma keskusta luottaa sosiali#demokraatti","rintaa ottaa tehtävä toivoton tehtävä nimittäin kansanliike tuhoaminen sopiva mies arvostella tällainen kysymys ettekä syyttää kapina-aikeinen kapina sosialisti lähteä taistelu sanoa sosialidemokraatti tietää ohjelma keskusta luottaa sosialidemokraatti","Right",0,1
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1933_1_023_069","Salmiala, Bruno",1890,1981,"Male","36-45","1920-1960","Very Long","kapina","pitää lisätä rikos raskaus vaikeuttaa armahdus osoittaa rikos pitkä#aikainen suunnittelu ed ryöä semmoinen sanotaka vasen entä niv#ala kapina tohtori ryömä arvostella äskenmainitsema kapina kukistaminen ilmestyä julkaisu ankaristi sosialidemokraattinen kapina johtaja kohta valmis vaatia armahdettava ed","pitää lisätä rikos raskaus vaikeuttaa armahdus osoittaa rikos pitkäaikainen suunnittelu ed ryöä semmoinen sanotaka vasen entä nivala kapina tohtori ryömä arvostella äskenmainitsema kapina kukistaminen ilmestyä julkaisu ankaristi sosialidemokraattinen kapina johtaja kohta valmis vaatia armahdettava ed","Right",0,1
"Isänmaallinen kansanliike","http://ldf.fi/semparl/speeches/s1935_2_088_027","Somersalo, Arne",1891,1941,"Male","36-45","1920-1960","Very Long","kapina","muuttaa lause henki tutkimuspöytäkirjoi väittää oikeuslaitos yhteiskuntajärjestelmä sinimusti mieli mätää sinimustien opinkappale sellainen teko esinä mäntsälä kapina verrattaa teko olla rikos päinvastoin kunniakkas isäna pelastus välttämätön väittää sinimusti johdtaa turmioilinen hi","muuttaa lause henki tutkimuspöytäkirjoi väittää oikeuslaitos yhteiskuntajärjestelmä sinimusti mieli mätää sinimustien opinkappale sellainen teko esinä mäntsälä kapina verrattaa teko olla rikos päinvastoin kunniakkas isäna pelastus välttämätön väittää sinimusti johdtaa turmioilinen hi","Right",0,1
